What,Where,When,How_Much
Anders Blichfeldt solo.,"Restaurant Beghuset, Strandgade 14, DragÃ¸r","Thur 23 November 2017, 6 pm.", 

TestmannJazz.,"CafÃ© Sundet, Svaneknoppen 2, Copenhagen Ã˜","Thur 23 November 2017, 7 pm.",(Free admission)

2 klaverer - 4 hÃ¦nder.,"Husum Kirke, Korsager AllÃ© 14, BrÃ¸nshÃ¸j","Thur 23 November 2017, 7 pm  - 10 pm.", 

Ã˜EN prÃ¦senterer: Nyctophilia.,"Ã˜en, Mimersgade, Copenhagen N","Thur 23 November 2017, 7 pm  - 10 pm.", 

Afkham &amp; Aimard.,"Koncerthuset DR, DR Byen, Emil Holms Kanal 20, Copenhagen C","Thur 23 November 2017, 7.30 pm.",(Entrance fee: 85 - 497 DKK)

Guitaristen Gery Ryan.,"Det kgl. Danske Musikkonservatorium, Studiescenen, RosenÃ¸rns AllÃ© 22, Frederiksberg C","Thur 23 November 2017, 7.30 pm.",(Entrance fee: Billetsalg i indgangen)

Koncert for trompet og orgel.,"Sct. Thomas kirke, Rolighedsvej 16, Frederiksberg C","Thur 23 November 2017, 7.30 pm  - 8.30 pm.", 

EfterÃ¥rshÃ¸jskolen: JÃ¸rgen Schou-Pedersen &amp; ensemblet Anello samt Davids kirkes renÃ¦ssancetrio:.,"Davidskirken, Koldinggade 11, Copenhagen Ã˜","Thur 23 November 2017, 7.30 pm  - 9.30 pm.", 

"Benny Andersen, Poul &amp; Halfdan.","Telefonfabrikken - Gladsaxe Kulturhus, Telefonvej 8, SÃ¸borg","Thur 23 November 2017, 7.30 pm  - 10 pm.",(Entrance fee: Medlemmer gratis gÃ¦ster 50 DKK.)


Julekoncert med VallensbÃ¦kkoret.,"Helligtrekongers Kirke, Kirkebakke AllÃ© 11, VallensbÃ¦k","Wed 6 December 2017, 7.30 pm  - 9 pm.", 

King krule.,"VEGA, Enghavevej 40, Copenhagen V","Wed 6 December 2017, 8 pm.", 

Enter Shikari (UK).,"Amager Bio, Ã˜resundsvej 6, Copenhagen S","Wed 6 December 2017, 8 pm.","(Entrance fee: 245,00 DKK)"

Jacob Fischer 50th Anniversary.,"Jazzhus Montmartre, Store Regnegade 19A, Copenhagen K","Wed 6 December 2017, 8 pm.",(Entrance fee: 270 DKK + evt. gebyr)

Mads Tolling Quartet hos Paradise Jazz.,"Huset KBH - Stardust, RÃ¥dhusstrÃ¦de 13, 1. tv., Copenhagen K","Wed 6 December 2017, 9 pm.",(Entrance fee)

Mads Tolling Quartet.,"Huset KBH - Stardust, RÃ¥dhusstrÃ¦de 13, 1. tv., Copenhagen K","Wed 6 December 2017, 9 pm  - 11.30 pm.",(Entrance fee: 100 DKK)

Julekoncert med BrÃ¸ndby BlÃ¦serorkester.,"BrÃ¸ndby Musikskole, TornehÃ¸j 1, BrÃ¸ndby","Thur 7 December 2017, 5.30 pm.",(Free admission)

Julekoncert med Gladsaxe Musikskole.,"StengÃ¥rd Kirke, Triumfvej 2, Kongens Lyngby","Thur 7 December 2017, 6 pm  - 9 pm.", 

"ALL SWING &amp; BOSSA, Ole Schmidt, tenorsax og JÃ¸rgen Schaarup, guitar.","Argentinsk Vinbar Tango y Vinos, Herluf Trolles gade 9, Copenhagen K","Thur 7 December 2017, 7 pm.", 

Korkoncert med Doo Wop.,"Anna Kirke, Bjelkes AllÃ© 19-21, Copenhagen N","Thur 7 December 2017, 7 pm  - 8.30 pm.", 

J. S. Bach: Juleoratoriet v/Camerata Ã˜resund.,"BrÃ¸ndby Strand Kirke, BrÃ¸ndby Strand Centrum 90, BrÃ¸ndby Strand","Thur 7 December 2017, 7 pm  - 9 pm.", 

Violinminiaturer.,"Det kgl. Danske Musikkonservatorium, Studiescenen, RosenÃ¸rns AllÃ© 22, Frederiksberg C","Thur 7 December 2017, 7.30 pm.",(Free admission)

Julekoncert med MusikhÃ¸jskolen.,"MusikhÃ¸jskolen, Smallegade 12, Frederiksberg","Thur 7 December 2017, 7.30 pm.",(Free admission)

Orgelmesterkoncert.,"Grundtvigs Kirke, PÃ¥ Bjerget 14B, Copenhagen NV","Thur 7 December 2017, 7.30 pm  - 9 pm.", 

Julekoncert med kirkens julekor og kantori.,"Emdrup Kirke, Ved Vigen 7-9, Copenhagen NV","Thur 7 December 2017, 7.30 pm  - 9.30 pm.", 

John Smith (UK).,"Ideal Bar, Enghavevej 40, Copenhagen V","Thur 7 December 2017, 8 pm.","(Entrance fee: 115,00 DKK)"

Pretty Maids + Eclipse (S).,"Amager Bio, Ã˜resundsvej 6, Copenhagen S","Thur 7 December 2017, 8 pm.","(Entrance fee: 270,00 DKK)"

Jacob Fischer 50th Anniversary.,"Jazzhus Montmartre, Store Regnegade 19A, Copenhagen K","Thur 7 December 2017, 8 pm.",(Entrance fee: 270 DKK + evt. gebyr)

Julekoncert med Helle Thun.,"Frederiksholm Kirke, Louis Pios Gade 10B, Copenhagen SV","Thur 7 December 2017, 8 pm  - 8.45 pm.", 

Julekoncert med Virumkoret.,"Frihavnskirken, Willemoesgade 68, Copenhagen Ã˜","Thur 7 December 2017, 8 pm  - 9 pm.",(Entrance fee: 75 DKK (unge under 12 gratis adgang))


Koncert med Sinne Eeg og SÃ¸ren Sko.,"Christians Kirke, Strandgade 1, Copenhagen K","Thur 7 December 2017, 8 pm  - 9 pm.", 

Julekoncert Daniakoret.,"Hellerup Kirke, Margrethevej 7 A, Hellerup","Thur 7 December 2017, 8 pm  - 9.15 pm.", 

Marshall Cecil.,"Loppen, Christiania, BÃ¥dsmandsstrÃ¦de 43, Copenhagen K","Thur 7 December 2017, 8.30 pm.",(Entrance fee: 60 DKK)

AksglÃ¦de.,"VEGA, Enghavevej 40, Copenhagen V","Thur 7 December 2017, 9 pm.","(Entrance fee: 165,00 DKK)"

Peter Marott X-Mas Band.,"Huset KBH - Stardust, RÃ¥dhusstrÃ¦de 13, 1. tv., Copenhagen K","Thur 7 December 2017, 9 pm  - 11.30 pm.",(Entrance fee: 100 DKK)

Blues Jam.,"Mojo Blues bar, LÃ¸ngangsstrÃ¦de 21 C, Copenhagen K","Thur 7 December 2017, 10 pm.",(Free admission)

Klokkespilskoncert.,"Vor Frelsers Kirke, Sankt AnnÃ¦ Gade 29, Copenhagen K","Fri 8 December 2017, 3 pm.",(Free admission)

Dinesen/Kock Hansen Duo.,"Jazzcup, Gothersgade 107, Copenhagen K","Fri 8 December 2017, 3.30 pm.","(Entrance fee: 100,-(80,-))"

December jazz.,"TÃ¥rnby Hovedbibliotek, Kamillevej 10, Kastrup","Fri 8 December 2017, 3.30 pm  - 5.30 pm.",(Free admission)

Fyraftenskoncert med Ruben Munk.,"Gentofte Kirke, Gentoftegade 21, Gentofte","Fri 8 December 2017, 4.30 pm  - 5.30 pm.", 

Fredagskoncert: Copenhagen Saxophone Quartet.,"Trinitatis Kirke, LandemÃ¦rket 2, Copenhagen K","Fri 8 December 2017, 4.30 pm  - 5.30 pm.", 

Advent II.,"Solbjerg Kirke, Howitzvej 30A, Frederiksberg","Fri 8 December 2017, 5 pm.",(Free admission)

Forte EP release & live show.,"Ã˜en, Mimersgade, Copenhagen N","Fri 8 December 2017, 5 pm  - 1 am.", 

Julekoncert med Det Unge Vokalensemble.,"Sct. MatthÃ¦us Kirke, MatthÃ¦usgade 31, Copenhagen V","Fri 8 December 2017, 5 pm  - 6 pm.", 

Adventskoncert med Solbjerg Kirkes Koncertkor.,"Solbjerg Kirke, Howitzvej 30A, Frederiksberg","Fri 8 December 2017, 5 pm  - 6 pm.", 

Julemusik med elever fra Frederiksberg MusikhÃ¸jskole.,"Frederiksberg Kirke, Pile AllÃ© 1, Frederiksberg C","Fri 8 December 2017, 5 pm  - 6 pm.", 

Jule Ramslag Spillemndsbal.,"Metronomen, GodthÃ¥bsvej 33, Frederiksberg","Fri 8 December 2017, 6 pm.",(Entrance fee: Kr 30)

Hotstepper med CafÃ© Mix X Mas Jam i KU.BE Frederiksberg.,"KU.BE, Dirch Passers AllÃ© 4, Frederiksberg","Fri 8 December 2017, 6 pm  - 9 pm.",(Free admission)

Bandaften julespecial og Ã¥bningsreception.,"Kulturzonen, NÃ¸ragersmindevej 90, DragÃ¸r","Fri 8 December 2017, 7 pm  - 10 pm.",(Free admission)

HÃ¤ndels Messias.,"Holmens Kirke, Holmens Kanal 21, Copenhagen K","Fri 8 December 2017, 7.30 pm.",(Entrance fee: 175 - 275 DKK)


Mogens Dahls Messias.,"Holmens Kirke, Holmens Kanal 21, Copenhagen K","Fri 8 December 2017, 7.30 pm  - 10 pm.", 

Christmas Carol Sing-Along.,"Helligaandskirken, Niels Hemmingsens Gade 5, Copenhagen K","Fri 8 December 2017, 8 pm.",(Free admission)

Norbert Susemihl's Joyful Gumbo.,"Gladsaxe Jazzklub, Telefonfabrikken, Gladsaxe Kulturhus, Telefonvej 8, SÃ¸borg","Fri 8 December 2017, 8 pm.",(Entrance fee: 100 DKK. / Medl. 60 DKK.)

Morten Ã†rÃ¸s Venner med Kira Martini.,"Baghuset, Sct. Jacobsvej 1, Ballerup","Fri 8 December 2017, 8 pm.",(Entrance fee: 120/80)

Eluveitie.,"Pumpehuset, StudiestrÃ¦de 52, Copenhagen V","Fri 8 December 2017, 8 pm.",(Entrance fee)

Mariam The Believer (SE).,"Ideal Bar, Enghavevej 40, Copenhagen V","Fri 8 December 2017, 8 pm.","(Entrance fee: 130,00 DKK)"

J.S. Bachs Juleoratorium. Sokkelund Sangkor.,"Garnisonskirken, Sankt AnnÃ¦ Plads 4, Copenhagen K","Fri 8 December 2017, 8 pm.","(Entrance fee: 240 (std.), 200 (grp.), 120 (stud.))"

Jacob Fischer 50th Anniversary.,"Jazzhus Montmartre, Store Regnegade 19A, Copenhagen K","Fri 8 December 2017, 8 pm.",(Entrance fee: 305 DKK + evt. gebyr)

Red Warszawa.,"Templet, Jernbanevej 16, Kongens Lyngby","Fri 8 December 2017, 9 pm.",(Entrance fee)

Eek-a-mouse Live PÃ¥ Loppen!,"Loppen, Christiania, BÃ¥dsmandsstrÃ¦de 43, Copenhagen K","Fri 8 December 2017, 9 pm.",(Entrance fee: 200 DKK)

Keith Hopcroft og Claus Nielsen.,"VÃ¦rtshuset Pinden, Reventlowsgade 4, Copenhagen V","Fri 8 December 2017, 9 pm  - 1 am.",(Free admission)

Big Creek Slim Band.,"Mojo Blues bar, LÃ¸ngangsstrÃ¦de 21 C, Copenhagen K","Fri 8 December 2017, 10 pm.",(Entrance fee: 80)

Lorentz (SE).,"Rust, Guldbergsgade 8, Copenhagen N","Fri 8 December 2017, 11 pm.", 

Rust Natklub.,"Rust, Guldbergsgade 8, Copenhagen N","Fri 8 December 2017, 11 pm.", 

John Williams' Star Wars- Symfonisk musik for det 21. Ã¥rhundrede.,"Frederiksberg Hovedbibliotek, Falkoner Plads 3, Frederiksberg","Sat 9 December 2017, 11 am.",(Entrance fee: Gratis billetter fra lÃ¸r. 25/11)

OrgelmatinÃ©.,"Vor Frue Kirke - KÃ¸benhavns Domkirke, NÃ¸rregade 8, Copenhagen K","Sat 9 December 2017, 12 am.",(Free admission)

J.S. Bachs Juleoratorium. Sokkelund Sangkor.,"Garnisonskirken, Sankt AnnÃ¦ Plads 4, Copenhagen K","Sat 9 December 2017, 1 pm.","(Entrance fee: 240 (std.), 200 (grp.), 120 (stud.))"

Julekoncert Ã˜sterbro/sydkysten Scenekunst.,"Albertslund Biograferne, Bibliotekstorvet 1-3, Albertslund","Sat 9 December 2017, 1 pm.", 

AB/CD juleshow: The snow must go on.,"K-I-B, Kulturhuset Islands Brygge, Islands Brygge 18, Copenhagen S","Sat 9 December 2017, 2 pm  - 3 pm.",(Entrance fee: Voksen: 80 DKK. / Barn: 40 DKK.)

"""Danish JazzQuartet"" &amp; Henrik Bolberg.","Jazzcup, Gothersgade 107, Copenhagen K","Sat 9 December 2017, 2.30 pm.","(Entrance fee: 120,-(100,-))"


Valby Jazzklub.,"Valby Kulturhus, ValgÃ¥rdsvej 4-8, Valby","Sat 9 December 2017, 2.45 pm  to 17.30.",(Entrance fee: 75/95 + julemenu)

Juniorakademiets julekoncert.,"Det kgl. Danske Musikkonservatorium, Studiescenen, RosenÃ¸rns AllÃ© 22, Frederiksberg C","Sat 9 December 2017, 3 pm.",(Free admission)

Liebe Alte Weihnachtslieder.,"Sankt Petri Kirke, Sankt Peders StrÃ¦de 2, Copenhagen K","Sat 9 December 2017, 3 pm.","(Entrance fee: DKK. 100,- /bÃ¸rn under 12 Ã¥r har fri adgang, men skal ogsÃ¥ have billet. Biletter ved www.billetto.dk og ved indgangen)"

Jul i Vangede 2017.,"Vangede Kirke, Vangedevej 50, Gentofte","Sat 9 December 2017, 3 pm.",(Entrance fee: 85 DKK + evt. gebyr)

Julekoncert i kirken.,"Lyngby Kirke, Lyngby KirkestrÃ¦de 1, Kongens Lyngby","Sat 9 December 2017, 3 pm  - 4 pm.", 

Messias-koncert.,"Hellerup Kirke, Margrethevej 7 A, Hellerup","Sat 9 December 2017, 3 pm  - 5 pm.", 

HÃ¤ndels Messias.,"Flintholm Kirke, Junggreensvej 14, Frederiksberg","Sat 9 December 2017, 3 pm  - 5.30 pm.", 

DR's Store Juleshow.,"Koncerthuset DR, DR Byen, Emil Holms Kanal 20, Copenhagen C","Sat 9 December 2017, 3.45 pm  & 7.45 pm.",(Entrance fee: 155 - 550 DKK)

Julekoncert.,"Det Kongelige Bibliotek/Den Sorte Diamant, SÃ¸ren Kierkegaards Plads 1, Copenhagen K","Sat 9 December 2017, 4 pm.",(Entrance fee: 90 - 165 DKK)

Improvisationsmusik i sÃ¦rklasse.,"RÃ¦ven og pindsvinet, Vesterbrogade 176, Frederiksberg","Sat 9 December 2017, 4 pm.","(Entrance fee: 50,-)"

Julekoncert med Svanholm Singers. 4. koncert i Lyngby TaarbÃ¦k Musikforening.,"Christianskirken, Christian X's AllÃ© 122, Kongens Lyngby","Sat 9 December 2017, 4 pm.", 

Claudius-korets julekoncert.,"Frihavnskirken, Willemoesgade 68, Copenhagen Ã˜","Sat 9 December 2017, 4 pm.",(Free admission)

Claudius korets Julekoncert.,"Frihavnskirken, Willemoesgade 68, Copenhagen Ã˜","Sat 9 December 2017, 4 pm.", 

Julekoncert.,"Eliaskirken, Vesterbros Torv, Vesterbrogade 49, Copenhagen V","Sat 9 December 2017, 4 pm  - 5 pm.", 

Julekoncert med Sydhavns Kantori.,"Frederiksholm Kirke, Louis Pios Gade 10B, Copenhagen SV","Sat 9 December 2017, 4 pm  - 5 pm.", 

Gospelkoncert med LindehÃ¸j Gospel Singers.,"LindehÃ¸j Kirke, Tvedvangen 175, Herlev","Sat 9 December 2017, 4 pm  - 5 pm.", 

Julekoncert med kirkens motetkor.,"Skovlunde Kirke, LundebjerggÃ¥rdsvej 3 A, Skovlunde","Sat 9 December 2017, 4 pm  - 5 pm.", 

Koncert med Jazzmust og TouchÃ©.,"Sundby Kirke, Amagerbrogade 71, Copenhagen S","Sat 9 December 2017, 4 pm  - 5.45 pm.", 

Nordatlantisk julekoncert.,"Helligaandskirken, Niels Hemmingsens Gade 5, Copenhagen K","Sat 9 December 2017, 5 pm  - 6 pm.", 

Julekoncert Roskilde Scenekunst.,"Albertslund Biograferne, Bibliotekstorvet 1-3, Albertslund","Sat 9 December 2017, 6.30 pm.", 


HÃ¤ndels Messias.,"Holmens Kirke, Holmens Kanal 21, Copenhagen K","Sat 9 December 2017, 7.30 pm.",(Entrance fee: 175 - 275 DKK)

Julekoncert med Virumkoret.,"Sorgenfri Kirke og SognegÃ¥rd, Hummeltoften 1, Virum","Sat 9 December 2017, 7.30 pm  - 8 pm.",(Entrance fee: 75 DKK (unge under 12 gratis adgang))

Mogens Dahls Messias.,"Holmens Kirke, Holmens Kanal 21, Copenhagen K","Sat 9 December 2017, 7.30 pm  - 10 pm.", 

Vinbar med tapas og live musik.,"Cafe Delight ApS, Borups Alle 112, Frederiksberg","Sat 9 December 2017, 8 pm.",(Free admission)

Hymns From Nineveh Julekoncert.,"Christians Kirke, Strandgade 1, Copenhagen K","Sat 9 December 2017, 8 pm.",(Entrance fee)

RÃ¥tKÃ¸benhavn #7 + Efterfest.,"Ideal Bar, Enghavevej 40, Copenhagen V","Sat 9 December 2017, 8 pm.","(Entrance fee: 95,00 DKK)"

Koncert: Nicolai Dunger + The Gun.,"Islands Brygge Bibliotek, Njalsgade 15, Copenhagen S","Sat 9 December 2017, 8 pm.", 

Jacob Fischer 50th Anniversary:.,"Jazzhus Montmartre, Store Regnegade 19A, Copenhagen K","Sat 9 December 2017, 8 pm.",(Entrance fee: 305 DKK + evt. gebyr)

Los Cubraz spiller op til dans den 9. december.,"K-I-B, Kulturhuset Islands Brygge, Islands Brygge 18, Copenhagen S","Sat 9 December 2017, 8 pm.",(Entrance fee: 80)

Koncert: Ode to the Wind // Karolina Leedo.,"Sundby Bibliotek, Kvarterhuset, Jemtelandsgade 3, Copenhagen S","Sat 9 December 2017, 8 pm  - 9.30 pm.", 

Norbert Susemihl's Joyful Gumbo.,"Kulturhuset PilegÃ¥rden, BrÃ¸nshÃ¸jvej 17, BrÃ¸nshÃ¸j","Sat 9 December 2017, 8 pm  - 11 pm.",(Entrance fee: 60 DKK.)

ElevatorfÃ¸rer.,"Kulturstationen VanlÃ¸se, Frode Jakobsens Plads 4 / Jernbane AllÃ© 38, VanlÃ¸se","Sat 9 December 2017, 8.30 pm.",(Entrance fee: 90 DKK. inkl.gebyr)

Dinner.,"Loppen, Christiania, BÃ¥dsmandsstrÃ¦de 43, Copenhagen K","Sat 9 December 2017, 9 pm.",(Entrance fee: 115 DKK)

One Ok Rock.,"Pumpehuset, StudiestrÃ¦de 52, Copenhagen V","Sat 9 December 2017, 9 pm.",(Entrance fee: 210 DKK)

Banko med Botoft &amp; Big Band.,"ForbrÃ¦ndingen, Vognporten 11, Albertslund","Sat 9 December 2017, 9 pm.",(Entrance fee: 119 DKK + evt. gebyr)

Magtens Korridorer - Udsolgt.,"Amager Bio, Ã˜resundsvej 6, Copenhagen S","Sat 9 December 2017, 9 pm.","(Entrance fee: 285,00 DKK)"

Red Warszawa Ekstrakoncert.,"Templet, Jernbanevej 16, Kongens Lyngby","Sat 9 December 2017, 9 pm.",(Entrance fee)

Navidad Flamenca.,"El Duende - Flamencoforeningen i KÃ¸benhavn, NÃ¸rrebrogade 52 C, porten st. th., Copenhagen N","Sat 9 December 2017, 9 pm.",(Entrance fee: 120)

Flavour.,"Rust, Guldbergsgade 8, Copenhagen N","Sat 9 December 2017, 11 pm.", 

SÃ¸ndagsjazz. The Spirit Af New Orleans.,"Herlev Medborgerhus, HerlevgÃ¥rdsvej 18-20, Herlev","Sun 10 December 2017, 1 pm  - 4 pm.",(Entrance fee: DKK. 50/medlem. Kr. 100/andre)


Wafandes familiekoncert.,"Baltoppen Live, Baltorpvej 20, Ballerup","Sun 10 December 2017, 2 pm.",(Entrance fee: 100 DKK + evt. gebyr)

Hjertefoeningens Julekoncert.,"Helligaandskirken, Niels Hemmingsens Gade 5, Copenhagen K","Sun 10 December 2017, 2 pm  - 3 pm.", 

Ggc.,"Messiaskirken, Hartmannsvej 46, Charlottenlund","Sun 10 December 2017, 2 pm  - 8 pm.", 

Koncert i SolgÃ¥rdens CafÃ©.,"SolgÃ¥rden plejehjem, Virumvej 125, Virum","Sun 10 December 2017, 2.30 pm.",(Free admission)

Julekoncert.,"SofiekÃ¦lderen, Overgaden Oven Vandet 32, Copenhagen K","Sun 10 December 2017, 3 pm.","(Entrance fee: 100,-/70,-)"

Det Kgl Danske Musikkonservatoriums BÃ¸rnekor.,"Vor Frelsers Kirke, Sankt AnnÃ¦ Gade 29, Copenhagen K","Sun 10 December 2017, 3 pm.",(Free admission)

Svanholm Singers - Julekoncert extraordinaire!,"Svenska Gustafskyrkan, Folke Bernadottes AllÃ© 4, Copenhagen Ã˜","Sun 10 December 2017, 3 pm.",(Entrance fee: 130 DKK)

Stine Michel Julekoncert.,"ForbrÃ¦ndingen, Vognporten 11, Albertslund","Sun 10 December 2017, 3 pm.",(Entrance fee: 60 DKK + evt. gebyr)

JuletrÃ¦f med Barbershopsang.,"Metronomen, GodthÃ¥bsvej 33, Frederiksberg","Sun 10 December 2017, 3 pm.",(Free admission)

Julekoncert Til Fordel For The Thin Blue Line.,"Albertslund Biograferne, Bibliotekstorvet 1-3, Albertslund","Sun 10 December 2017, 3 pm.", 

Julekoncert med Koret Facett i Ansgarkirken.,"Ansgarkirken, Hovedgaden 369, Hedehusene","Sun 10 December 2017, 3 pm.",(Free admission)

Navidad Flamenca.,"Kvarterhuset, Jemtelandsgade 3, Copenhagen S","Sun 10 December 2017, 3 pm.",(Entrance fee: 100)

Koncert med Caroline Henderson.,"Christians Kirke, Strandgade 1, Copenhagen K","Sun 10 December 2017, 3 pm  - 4 pm.", 

Vi synger julen ind.,"BrÃ¸nshÃ¸j Kirke, BrÃ¸nshÃ¸j Kirkevej 8, BrÃ¸nshÃ¸j","Sun 10 December 2017, 3 pm  - 4 pm.", 

Koncert - Vox Hospitalis.,"BrÃ¸ndby Strand Kirke, BrÃ¸ndby Strand Centrum 90, BrÃ¸ndby Strand","Sun 10 December 2017, 3 pm  - 4 pm.", 

Julekoncert.,"Taksigelseskirken, Jagtvej 165, Copenhagen Ã˜","Sun 10 December 2017, 3 pm  - 4 pm.", 

Kakaokoncert - jul med MusikhÃ¸jskolen!,"Lindevang Kirke, Hattensens AllÃ© 12, Frederiksberg","Sun 10 December 2017, 3 pm  - 4 pm.", 

HÃ¤ndels Messias.,"Virum Kirke, Kirkebakken 10, Virum","Sun 10 December 2017, 3 pm  - 4 pm.", 

Julekoncert: Det Danske Drengekor.,"Frederiksberg Kirke, Pile AllÃ© 1, Frederiksberg C","Sun 10 December 2017, 3 pm  - 4 pm.", 

Gospel Julekoncert med Glostrup Gospel.,"Ã˜stervangkirken, Dommervangen 2, Glostrup","Sun 10 December 2017, 4 pm.",(Entrance fee: 100)


Julekoncert med Canto Novo Koret.,"Frihavnskirken, Willemoesgade 68, Copenhagen Ã˜","Sun 10 December 2017, 4 pm.",(Free admission)

Gentofte Gospel Choir Julekoncert.,"Messiaskirken, Hartmannsvej 46, Charlottenlund","Sun 10 December 2017, 4 pm.",(Entrance fee: 110 DKK + evt. gebyr)

De ni lÃ¦sninger.,"Nathanaels Kirke, Holmbladsgade 19, Copenhagen S","Sun 10 December 2017, 4 pm.",(Free admission)

Julen synges ind.,"Skovvejenskirken, Digterparken 1, Ballerup","Sun 10 December 2017, 4 pm  - 5 pm.", 

Panumkorets julekoncert.,"Mariendals Kirke, Nitivej 17, Frederiksberg","Sun 10 December 2017, 4 pm  - 5 pm.", 

Adventskoncert med Jesuskirkens Kor.,"Jesuskirken, KirkevÃ¦nget 5 A, Valby","Sun 10 December 2017, 4 pm  - 5 pm.", 

Koncert.,"VÃ¦rlÃ¸se Kirke, HÃ¸jeloft VÃ¦nge 20, VÃ¦rlÃ¸se","Sun 10 December 2017, 4 pm  - 5 pm.", 

Julekoncert med Gospelkoret GOOD HOPE.,"Godthaabskirken, Nyelandsvej 51A, Frederiksberg","Sun 10 December 2017, 4 pm  - 5 pm.", 

Hjerteforeningens Julekoncert.,"Helligaandskirken, Niels Hemmingsens Gade 5, Copenhagen K","Sun 10 December 2017, 4 pm  - 5 pm.", 

Belmontkorets julekoncert.,"BellahÃ¸j og Utterslev kirker, Kirkekontor: Frederikssundsvej 125 A, BrÃ¸nshÃ¸j","Sun 10 December 2017, 4 pm  - 5 pm.", 

Farumkoret - Julekoncert.,"Stavnsholtkirken, Stavnsholtvej 25, Farum","Sun 10 December 2017, 4 pm  - 5 pm.",(Free admission)

Koncert med Nordenklang.,"Anna Kirke, Bjelkes AllÃ© 19-21, Copenhagen N","Sun 10 December 2017, 4 pm  - 5.30 pm.", 

Alberte Winding Og Andreas FuglbÃ¦k.,"Sankt Jakobs Kirke, Ã˜sterbrogade 59, Copenhagen Ã˜","Sun 10 December 2017, 4.30 pm  - 5.30 pm.", 

Copenhagen Festival Ensembles julekoncert.,"Odd Fellow PalÃ¦et, Bredgade 28, Copenhagen K","Sun 10 December 2017, 5 pm.",(Entrance fee)

De 9 lÃ¦sninger.,"Holmens Kirke, Holmens Kanal 21, Copenhagen K","Sun 10 December 2017, 5 pm  - 6 pm.", 

Koncert med Caroline Henderson.,"Christians Kirke, Strandgade 1, Copenhagen K","Sun 10 December 2017, 6 pm  - 7 pm.", 

Koncert.,"Hareskov Kirke, SkovbovÃ¦nget 29, Hareskov, VÃ¦rlÃ¸se","Sun 10 December 2017, 7 pm  - 8 pm.", 

Julekoncert med Sydhavns Kantori.,"Timotheuskirken, Christen Bergs AllÃ© 5, Valby","Sun 10 December 2017, 7.30 pm  - 8.30 pm.", 

Julekoncert.,"Reerslev Kirke, M.W. GjÃ¸esvej 20, Reerslev, Hedehusene","Sun 10 December 2017, 7.30 pm  - 8.30 pm.", 

"Julekoncert med GS Mandskor, orkester og solist.","Ã˜stervangkirken, Dommervangen 2, Glostrup","Sun 10 December 2017, 8 pm.",(Free admission)


Elevkoncert med sang.,"Metronomen, GodthÃ¥bsvej 33, Frederiksberg","Sun 10 December 2017, 8 pm.",(Free admission)

Sissel KyrkjebÃ¸ - Sissels Jul - Ekstra koncert.,"Operaen, Ekvipagemestervej 10, Copenhagen K","Mon 11 December 2017, 5.30 pm.","(Entrance fee: 450,00 dkk - 550,00 dkk)"

HÃ¤ndels Messias - et rum for julefreden.,"Vor Frue Kirke - KÃ¸benhavns Domkirke, NÃ¸rregade 8, Copenhagen K","Mon 11 December 2017, 7.30 pm.",(Entrance fee: 160-200 DKK. (halv pris for studerende eller unge under 26))

Danmarks Underholdningsorkester Julekoncert 2017.,"Garnisonskirken, Sankt AnnÃ¦ Plads 4, Copenhagen K","Mon 11 December 2017, 7.30 pm.",(Entrance fee: 225)

Claudius korets julekoncert.,"Mariendals Kirke, Nitivej 17, Frederiksberg","Mon 11 December 2017, 7.30 pm.",(Free admission)

HÃ¤ndels Messias.,"Vor Frue Kirke - KÃ¸benhavns Domkirke, NÃ¸rregade 8, Copenhagen K","Mon 11 December 2017, 7.30 pm.","(Entrance fee: 105,00 dkk - 225,00 dkk)"

Julekoncert med Kammerkoret Nye Toner.,"Christians Kirke, Strandgade 1, Copenhagen K","Mon 11 December 2017, 7.30 pm  - 8.30 pm.", 

Claudiuskorets julekoncert.,"Mariendals Kirke, Nitivej 17, Frederiksberg","Mon 11 December 2017, 7.30 pm  - 9 pm.", 

Kom og dans eller spil med i BrÃ¸ndby Spillemandslaug og Dansere.,"BrÃ¸ndby Spillemandslaug og Dansere, MÃ¸llesalen, BrÃ¸ndby MÃ¸llevej 25, BrÃ¸ndby","Mon 11 December 2017, 7.30 pm  - 10 pm.", 

Koncert med Ydunkoret.,"Sorgenfri Kirke og SognegÃ¥rd, Hummeltoften 1, Virum","Mon 11 December 2017, 7.30 pm  - 11.45 pm.", 

Juleoratoriet anno 2017 af Thomas Agerfeldt Olesen.,"Holmens Kirke, Holmens Kanal 21, Copenhagen K","Mon 11 December 2017, 8 pm.","(Entrance fee: 175,-/pen./stud. 75,-)"

Kelela (us).,"Pumpehuset, StudiestrÃ¦de 52, Copenhagen V","Mon 11 December 2017, 8 pm.", 

Marc E. Bassy (US).,"VEGA, Enghavevej 40, Copenhagen V","Mon 11 December 2017, 8 pm.","(Entrance fee: 175,00 DKK)"

